assessor,respondent,Criterion,Score
13,12,criterion 8,5.0
13,13,criterion 8,5.0
13,14,criterion 8,4.0
13,15,criterion 8,5.0
13,16,criterion 8,4.0
14,1,criterion 8,4.0
14,2,criterion 8,5.0
14,3,criterion 8,5.0
14,4,criterion 8,4.0
14,5,criterion 8,5.0
14,6,criterion 8,4.0
14,7,criterion 8,5.0
14,8,criterion 8,4.0
14,9,criterion 8,4.0
14,10,criterion 8,4.0
14,11,criterion 8,4.0
14,12,criterion 8,4.0
14,13,criterion 8,4.0
14,14,criterion 8,5.0
14,15,criterion 8,4.0
14,16,criterion 8,4.0
15,1,criterion 8,4.0
15,2,criterion 8,5.0
15,3,criterion 8,4.0
15,4,criterion 8,4.0
15,5,criterion 8,4.0
15,6,criterion 8,4.0
15,7,criterion 8,5.0
15,8,criterion 8,5.0
15,9,criterion 8,5.0
15,10,criterion 8,5.0
15,11,criterion 8,5.0
15,12,criterion 8,4.0
15,13,criterion 8,5.0
15,14,criterion 8,5.0
15,15,criterion 8,5.0
15,16,criterion 8,4.0
16,1,criterion 8,5.0
16,2,criterion 8,5.0
16,3,criterion 8,5.0
16,4,criterion 8,5.0
16,5,criterion 8,5.0
16,6,criterion 8,4.0
16,7,criterion 8,5.0
16,8,criterion 8,5.0
16,9,criterion 8,5.0
16,10,criterion 8,5.0
16,11,criterion 8,5.0
16,12,criterion 8,5.0
16,13,criterion 8,4.0
16,14,criterion 8,5.0
16,15,criterion 8,5.0
16,16,criterion 8,5.0
1,1,criterion 9,4.0
1,2,criterion 9,5.0
1,3,criterion 9,4.0
1,4,criterion 9,5.0
1,5,criterion 9,4.0
1,6,criterion 9,4.0
1,7,criterion 9,4.0
1,8,criterion 9,4.0
1,9,criterion 9,4.0
1,10,criterion 9,4.0
1,11,criterion 9,4.0
1,12,criterion 9,4.0
1,13,criterion 9,4.0
1,14,criterion 9,4.0
1,15,criterion 9,4.0
1,16,criterion 9,5.0
2,1,criterion 9,4.0
2,2,criterion 9,4.0
2,3,criterion 9,3.0
2,4,criterion 9,4.0
2,5,criterion 9,3.0
2,6,criterion 9,3.0
2,7,criterion 9,4.0
2,8,criterion 9,3.0
2,9,criterion 9,3.0
2,10,criterion 9,5.0
2,11,criterion 9,4.0
2,12,criterion 9,3.0
2,13,criterion 9,2.0
2,14,criterion 9,4.0
2,15,criterion 9,3.0
2,16,criterion 9,4.0
3,1,criterion 9,3.0
3,2,criterion 9,3.0
3,3,criterion 9,2.0
3,4,criterion 9,3.0
3,5,criterion 9,2.0
3,6,criterion 9,2.0
3,7,criterion 9,2.0
3,8,criterion 9,2.0
3,9,criterion 9,2.0
3,10,criterion 9,3.0
3,11,criterion 9,2.0
3,12,criterion 9,2.0
3,13,criterion 9,2.0
3,14,criterion 9,2.0
3,15,criterion 9,2.0
3,16,criterion 9,3.0
4,1,criterion 9,4.0
4,2,criterion 9,4.0
4,3,criterion 9,4.0
4,4,criterion 9,4.0
4,5,criterion 9,4.0
4,6,criterion 9,4.0
4,7,criterion 9,4.0
4,8,criterion 9,4.0
4,9,criterion 9,4.0
4,10,criterion 9,3.0
4,11,criterion 9,3.0
4,12,criterion 9,3.0
4,13,criterion 9,3.0
4,14,criterion 9,3.0
4,15,criterion 9,3.0
4,16,criterion 9,4.0
5,1,criterion 9,4.0
5,2,criterion 9,4.0
5,3,criterion 9,3.0
5,4,criterion 9,4.0
5,5,criterion 9,3.0
5,6,criterion 9,3.0
5,7,criterion 9,3.0
5,8,criterion 9,3.0
5,9,criterion 9,3.0
5,10,criterion 9,4.0
5,11,criterion 9,3.0
5,12,criterion 9,3.0
5,13,criterion 9,3.0
5,14,criterion 9,3.0
5,15,criterion 9,3.0
5,16,criterion 9,4.0
6,1,criterion 9,4.0
6,2,criterion 9,4.0
6,3,criterion 9,4.0
6,4,criterion 9,4.0
6,5,criterion 9,4.0
6,6,criterion 9,4.0
6,7,criterion 9,4.0
6,8,criterion 9,4.0
6,9,criterion 9,4.0
6,10,criterion 9,4.0
6,11,criterion 9,4.0
6,12,criterion 9,4.0
6,13,criterion 9,4.0
6,14,criterion 9,4.0
6,15,criterion 9,4.0
6,16,criterion 9,4.0
7,1,criterion 9,5.0
7,2,criterion 9,5.0
7,3,criterion 9,5.0
7,4,criterion 9,4.0
7,5,criterion 9,4.0
7,6,criterion 9,5.0
7,7,criterion 9,5.0
7,8,criterion 9,4.0
7,9,criterion 9,5.0
7,10,criterion 9,5.0
7,11,criterion 9,3.0
7,12,criterion 9,4.0
7,13,criterion 9,5.0
7,14,criterion 9,5.0
7,15,criterion 9,5.0
7,16,criterion 9,4.0
8,1,criterion 9,4.0
8,2,criterion 9,4.0
8,3,criterion 9,4.0
8,4,criterion 9,4.0
8,5,criterion 9,4.0
8,6,criterion 9,4.0
8,7,criterion 9,4.0
8,8,criterion 9,4.0
8,9,criterion 9,4.0
8,10,criterion 9,4.0
8,11,criterion 9,4.0
8,12,criterion 9,4.0
8,13,criterion 9,4.0
8,14,criterion 9,4.0
8,15,criterion 9,4.0
8,16,criterion 9,5.0
9,1,criterion 9,5.0
9,2,criterion 9,4.0
9,3,criterion 9,4.0
9,4,criterion 9,5.0
9,5,criterion 9,4.0
9,6,criterion 9,4.0
9,7,criterion 9,4.0
9,8,criterion 9,4.0
9,9,criterion 9,4.0
9,10,criterion 9,4.0
9,11,criterion 9,4.0
9,12,criterion 9,4.0
9,13,criterion 9,4.0
9,14,criterion 9,4.0
9,15,criterion 9,4.0
9,16,criterion 9,4.0
10,1,criterion 9,5.0
10,2,criterion 9,5.0
10,3,criterion 9,5.0
10,4,criterion 9,5.0
10,5,criterion 9,5.0
10,6,criterion 9,5.0
10,7,criterion 9,5.0
10,8,criterion 9,5.0
10,9,criterion 9,5.0
10,10,criterion 9,5.0
10,11,criterion 9,5.0
10,12,criterion 9,5.0
10,13,criterion 9,5.0
10,14,criterion 9,5.0
10,15,criterion 9,5.0
10,16,criterion 9,5.0
11,1,criterion 9,5.0
11,2,criterion 9,4.0
11,3,criterion 9,4.0
11,4,criterion 9,5.0
11,5,criterion 9,4.0
11,6,criterion 9,4.0
11,7,criterion 9,4.0
11,8,criterion 9,4.0
11,9,criterion 9,4.0
11,10,criterion 9,4.0
11,11,criterion 9,4.0
11,12,criterion 9,4.0
11,13,criterion 9,4.0
11,14,criterion 9,4.0
11,15,criterion 9,4.0
11,16,criterion 9,5.0
12,1,criterion 9,5.0
12,2,criterion 9,4.0
12,3,criterion 9,4.0
12,4,criterion 9,4.0
12,5,criterion 9,4.0
12,6,criterion 9,5.0
12,7,criterion 9,4.0
12,8,criterion 9,4.0
12,9,criterion 9,5.0
12,10,criterion 9,5.0
12,11,criterion 9,5.0
12,12,criterion 9,5.0
12,13,criterion 9,4.0
12,14,criterion 9,4.0
12,15,criterion 9,5.0
12,16,criterion 9,5.0
13,1,criterion 9,4.0
13,2,criterion 9,4.0
13,3,criterion 9,4.0
13,4,criterion 9,5.0
13,5,criterion 9,4.0
13,6,criterion 9,4.0
13,7,criterion 9,5.0
13,8,criterion 9,4.0
13,9,criterion 9,4.0
13,10,criterion 9,5.0
13,11,criterion 9,4.0
13,12,criterion 9,4.0
13,13,criterion 9,5.0
13,14,criterion 9,4.0
13,15,criterion 9,5.0
13,16,criterion 9,5.0
14,1,criterion 9,4.0
14,2,criterion 9,5.0
14,3,criterion 9,4.0
14,4,criterion 9,4.0
14,5,criterion 9,5.0
14,6,criterion 9,4.0
14,7,criterion 9,4.0
14,8,criterion 9,3.0
14,9,criterion 9,3.0
14,10,criterion 9,4.0
14,11,criterion 9,4.0
14,12,criterion 9,4.0
14,13,criterion 9,4.0
14,14,criterion 9,5.0
14,15,criterion 9,4.0
14,16,criterion 9,4.0
15,1,criterion 9,5.0
15,2,criterion 9,4.0
15,3,criterion 9,4.0
15,4,criterion 9,5.0
15,5,criterion 9,5.0
15,6,criterion 9,5.0
15,7,criterion 9,5.0
15,8,criterion 9,5.0
15,9,criterion 9,4.0
15,10,criterion 9,5.0
15,11,criterion 9,4.0
15,12,criterion 9,5.0
15,13,criterion 9,4.0
15,14,criterion 9,5.0
15,15,criterion 9,5.0
15,16,criterion 9,5.0
16,1,criterion 9,4.0
16,2,criterion 9,4.0
16,3,criterion 9,4.0
16,4,criterion 9,4.0
16,5,criterion 9,4.0
16,6,criterion 9,4.0
16,7,criterion 9,5.0
16,8,criterion 9,4.0
16,9,criterion 9,4.0
16,10,criterion 9,5.0
16,11,criterion 9,5.0
16,12,criterion 9,5.0
16,13,criterion 9,5.0
16,14,criterion 9,5.0
16,15,criterion 9,5.0
16,16,criterion 9,5.0
